Date,공급차량수,공급좌석합계수,승차인원수,1인당단가,1인당거리,1좌석당단가,좌석회전율,1키로당단가,승차율,관광,일반,대수송,임시,확정,시발역,종착역,시발종착역,열차운행횟수,1열차당승차인원,외래객입국사유_전체,외래객입국사유_관광,외래객입국사유_상용,외래객입국사유_공융,외래객입국사유_유학연수,외래객입국사유_기타,내국인출입국_전체,공항_인천,공항_김해,공항_김포,공항_제주,공항_기타,항구_부산,항구_인천,항구_제주,항구_기타,인구동태_조출생률(천명당),인구동태_조사망률(천명당),인구동태_자연증가율(천명당),인구동태_합계출산율(명),인구동태_출생성비(명),인구동태_영아사망률(출생아 천명당),인구동태_조혼인율(천명당),인구동태_조이혼율(천명당),인구동태_기대수명(출생시 기대여명),인구동태_기대수명(출생시 기대여명) - 남,인구동태_기대수명(출생시 기대여명) - 여,인구동태_출생아수(명),인구동태_사망자수(명),인구동태_혼인건수(건),인구동태_이혼건수(건),인구동태_자연증가건수(명),경제활동인구_원자료,경제활동인구_전기대비증감,경제활동인구_전년동기대비증감,경제활동인구_이동평균(3기간),  실업률_원자료,  실업률_전기대비증감,  실업률_전년동기대비증감,  실업률_이동평균(3기간),15세이상인구_원자료,15세이상인구_전기대비증감,15세이상인구_전년동기대비증감,15세이상인구_이동평균(3기간),비경제활동인구_원자료,비경제활동인구_전기대비증감,비경제활동인구_전년동기대비증감,비경제활동인구_이동평균(3기간),경제활동참가율_원자료,경제활동참가율_전기대비증감,경제활동참가율_전년동기대비증감,경제활동참가율_이동평균(3기간),고용률_원자료,고용률_전기대비증감,고용률_전년동기대비증감,고용률_이동평균(3기간),총지수_원자료,총지수_전기대비증감,총지수_전년동기대비증감,총지수_이동평균(3기간),    운송장비_원자료,    운송장비_전기대비증감,    운송장비_전년동기대비증감,    운송장비_이동평균(3기간),    개인운송장비 운영_원자료,    개인운송장비 운영_전기대비증감,    개인운송장비 운영_전년동기대비증감,    개인운송장비 운영_이동평균(3기간),      철도 여객수송_원자료,      철도 여객수송_전기대비증감,      철도 여객수송_전년동기대비증감,      철도 여객수송_이동평균(3기간),      도로 여객수송_원자료,      도로 여객수송_전기대비증감,      도로 여객수송_전년동기대비증감,      도로 여객수송_이동평균(3기간),      항공 및 수상여객운송_원자료,      항공 및 수상여객운송_전기대비증감,      항공 및 수상여객운송_전년동기대비증감,      항공 및 수상여객운송_이동평균(3기간),      기타 여객운송_원자료,      기타 여객운송_전기대비증감,      기타 여객운송_전년동기대비증감,      기타 여객운송_이동평균(3기간),소비자심리지수_원자료,소비자심리지수_전기대비증감,소비자심리지수_전년동기대비증감,소비자심리지수_이동평균(3기간),news_count_ktx,news_fare_up,news_fare_down,news_accident,covid_dummy
2021-01-01,31920,1688359,675495,491773.203,35059.65552,195998.9775,6.007788074,210.4304591,3.409840707,0,233,0,0,233,75,75,120,1840,5512.337652,58397,9035,1547,1036,2046,44733,86143,72043,116,45,331,52,3271,1520,48,8717,5.1,6.2,-1.1,0.808,105.1,2.4,3.8,2.0,83.6,80.6,86.6,21713.5,26473.33333,16042.25,8472.75,-4759.833333,27388,-273,-564,27589,5.7,1.6,1.6,4.9,44968,52,303,44957,17580,325,867,17368,60.9,-0.7,-1.7,61.4,57.4,-1.7,-2.6,58.4,101.04,0.71,0.95,101.0,100.72,0.74,0.52,100.5,102.85,4.06,-7.3,102.0,100.0,0.0,0.0,100.0,100.28,0.15,0.4,100.2,105.74,2.36,4.75,105.2,102.13,0.48,3.2,102.3,95.2,4.4,-10.2,94.5,46,0,22,0,1
2021-02-01,25572,1352436,706312,408404.5798,29120.10422,212325.5816,6.271969302,168.2309343,3.70541321,0,166,33,0,133,60,60,96,1474,5754.491671,65582,8500,1156,666,13164,42096,68213,55263,63,46,191,51,3322,1453,18,7806,5.083333333,6.291666667,-1.208333333,0.8055,105.0666667,2.391666667,3.791666667,1.983333333,83.6,80.6,86.6,21713.5,26473.33333,16042.25,8472.75,-4759.833333,27718,330,-273,27748,4.9,-0.8,0.8,5.0,44987,19,289,44987,17269,-311,561,17239,61.6,0.7,-1.0,61.7,58.6,1.2,-1.4,58.6,101.58,0.54,1.42,101.5,100.68,-0.04,-0.82,101.0,104.26,1.41,-5.05,104.6,100.0,0.0,0.0,100.0,100.28,0.0,0.4,100.3,106.38,0.64,7.69,104.9,103.03,0.9,3.04,103.0,97.4,2.2,-0.5,97.7,41,3,4,15,1
2021-03-01,25536,1350712,834890,392848.7597,28054.51788,242517.5833,7.423863572,168.0592874,4.22731423,0,185,0,0,185,60,60,96,1472,6811.831306,74604,11169,1386,837,9011,52201,73999,59701,82,51,182,57,3273,1705,85,8863,5.066666667,6.383333333,-1.316666667,0.803,105.0333333,2.383333333,3.783333333,1.966666667,83.6,80.6,86.6,21713.5,26473.33333,16042.25,8472.75,-4759.833333,28138,420,349,28072,4.3,-0.6,0.1,4.4,45007,20,295,45007,16869,-400,-54,16935,62.5,0.9,0.3,62.4,59.8,1.2,0.3,59.6,101.84,0.26,1.9,101.8,101.6,0.92,3.01,101.3,106.64,2.38,1.79,106.3,100.0,0.0,0.0,100.0,100.28,0.0,0.4,100.3,102.53,-3.85,7.31,104.5,103.8,0.77,4.3,103.7,100.6,3.2,21.3,100.2,74,0,0,6,1
2021-04-01,27716,1465770,971002,431460.9834,30727.11732,285056.6094,8.61986517,182.560173,4.959206525,0,207,0,0,207,65,65,104,1602,7889.37804,70112,11492,1635,829,3324,52832,71302,57285,86,25,179,164,3391,1755,32,8385,5.05,6.475,-1.425,0.8005,105.0,2.375,3.775,1.95,83.6,80.6,86.6,21713.5,26473.33333,16042.25,8472.75,-4759.833333,28361,223,627,28399,4.0,-0.3,-0.2,4.1,45027,20,302,45028,16667,-202,-324,16629,63.0,0.5,1.0,63.1,60.4,0.6,1.0,60.5,101.98,0.14,2.48,102.0,101.55,-0.05,2.97,101.4,108.06,1.42,10.41,107.6,100.0,0.0,0.0,100.0,100.28,0.0,0.4,100.3,104.44,1.91,9.11,104.1,104.29,0.49,4.93,104.3,102.5,1.9,31.0,102.9,15,1,7,0,1
2021-05-01,29804,1576364,1104996,469365.7561,33729.62024,328477.9755,9.821172679,194.8440095,5.765581248,0,219,0,0,219,70,70,112,1718,9011.170677,74463,15381,1482,1110,3678,52812,75416,57246,1391,2258,169,349,3435,1670,27,8871,5.033333333,6.566666667,-1.533333333,0.798,104.9666667,2.366666667,3.766666667,1.933333333,83.6,80.6,86.6,21713.5,26473.33333,16042.25,8472.75,-4759.833333,28698,337,489,28596,4.0,0.0,-0.5,3.9,45049,22,293,45048,16351,-316,-197,16452,63.7,0.7,0.7,63.5,61.2,0.8,1.0,61.0,102.05,0.07,2.61,102.0,101.14,-0.41,2.3,101.3,108.13,0.07,15.11,108.7,100.0,0.0,0.0,100.0,100.41,0.13,0.53,100.3,105.46,1.02,10.15,105.2,104.94,0.65,5.62,104.8,105.7,3.2,27.3,106.4,16,2,1,1,1
2021-06-01,25536,1350774,973204,402819.1685,29090.03991,289927.1878,8.651880271,166.2091941,5.11431008,0,188,0,0,188,60,60,96,1472,7939.132998,77029,17847,1586,1423,2771,53402,79446,64145,630,783,166,373,3341,1772,6,8230,5.016666667,6.658333333,-1.641666667,0.7955,104.9333333,2.358333333,3.758333333,1.916666667,83.6,80.6,86.6,21713.5,26473.33333,16042.25,8472.75,-4759.833333,28730,32,447,28665,3.8,-0.2,-0.5,3.7,45068,19,293,45069,16339,-12,-153,16404,63.7,0.0,0.5,63.6,61.3,0.1,0.9,61.3,102.05,0.0,2.34,102.1,101.17,0.03,2.29,101.3,109.85,1.72,13.72,110.2,100.0,0.0,0.0,100.0,100.24,-0.17,0.36,100.4,105.83,0.37,10.12,107.4,105.29,0.35,5.97,105.3,111.1,5.4,28.4,106.8,41,0,16,9,1
2021-07-01,29884,1580030,888456,461930.896,33349.45697,259371.0984,7.882643413,193.9494496,4.572049428,0,228,0,4,224,70,70,112,1728,7209.658684,83005,20297,1601,2418,2447,56242,101963,86000,870,950,237,173,3315,1972,22,8424,5.0,6.75,-1.75,0.793,104.9,2.35,3.75,1.9,83.6,80.6,86.6,21713.5,26473.33333,16042.25,8472.75,-4759.833333,28568,-162,324,28548,3.2,-0.6,-0.8,3.2,45090,22,295,45087,16522,183,-29,16540,63.4,-0.3,0.3,63.3,61.3,0.0,0.8,61.3,102.26,0.21,2.63,102.4,101.44,0.27,0.42,101.4,112.54,2.69,13.95,112.1,100.0,0.0,0.0,100.0,100.47,0.23,0.39,100.4,110.83,5.0,10.43,110.2,105.8,0.51,6.26,105.8,103.6,-7.5,18.5,105.9,53,0,24,16,1
2021-08-01,27860,1474700,763214,430384.4818,31045.24362,221945.0897,6.732382735,180.2629081,3.90719546,0,229,0,0,229,65,65,104,1620,6128.379544,97087,18452,2059,2741,22161,51674,137712,122707,420,875,241,185,3228,1760,34,8262,4.983333333,6.841666667,-1.858333333,0.7905,104.8666667,2.341666667,3.741666667,1.883333333,83.6,80.6,86.6,21713.5,26473.33333,16042.25,8472.75,-4759.833333,28346,-222,397,28451,2.6,-0.6,-0.5,2.8,45104,14,291,45106,16758,236,-106,16655,62.8,-0.6,0.4,63.1,61.2,-0.1,0.8,61.3,102.75,0.49,2.56,102.7,101.5,0.06,0.74,101.4,114.03,1.49,15.17,113.4,100.0,0.0,0.0,100.0,100.47,0.0,0.39,100.5,114.03,3.2,4.25,111.0,106.3,0.5,6.74,106.5,102.9,-0.7,13.8,103.6,66,2,40,13,1
2021-09-01,25764,1363764,776239,396300.8454,28051.85626,224844.8909,6.835195106,169.4980811,3.888262581,0,182,42,0,140,60,60,96,1498,6222.460061,89800,19611,1895,1725,11393,55176,116615,102263,611,1036,181,336,3038,2044,7,7099,4.966666667,6.933333333,-1.966666667,0.788,104.8333333,2.333333333,3.733333333,1.866666667,83.6,80.6,86.6,21713.5,26473.33333,16042.25,8472.75,-4759.833333,28439,93,427,28438,2.7,0.1,-0.9,2.7,45124,20,295,45125,16685,-73,-132,16688,63.0,0.2,0.5,63.0,61.3,0.1,1.0,61.3,103.17,0.42,2.43,103.1,101.27,-0.23,1.0,101.7,113.7,-0.33,15.19,114.7,100.0,0.0,0.0,100.0,100.47,0.0,0.34,100.5,108.1,-5.93,5.89,109.1,107.29,0.99,6.94,107.1,104.2,1.3,23.9,104.8,30,1,16,1,1
2021-10-01,32160,1702364,1287633,499516.4107,36066.70326,377449.2346,11.34725226,207.7956841,6.65226503,0,255,0,0,255,75,75,120,1870,10329.97977,92416,25698,2397,2193,2702,59426,124399,108640,671,1033,242,295,3281,1861,559,7817,4.95,7.025,-2.075,0.7855,104.8,2.325,3.725,1.85,83.6,80.6,86.6,21713.5,26473.33333,16042.25,8472.75,-4759.833333,28528,89,412,28498,2.8,0.1,-0.9,2.7,45148,24,296,45151,16620,-65,-116,16653,63.2,0.2,0.5,63.1,61.4,0.1,1.0,61.4,103.35,0.18,3.17,103.5,102.44,1.17,1.68,102.1,116.51,2.81,19.03,117.0,100.0,0.0,0.0,100.0,100.47,0.0,0.34,100.5,105.11,-2.99,3.61,106.7,107.69,0.4,6.45,107.7,107.4,3.2,14.8,106.6,32,2,10,2,1
2021-11-01,25728,1361792,1284344,402865.7934,29215.45421,379813.658,11.32047192,165.4881807,6.726914844,0,191,0,0,191,60,60,96,1496,10304.74514,94358,28734,2791,1876,3272,57685,147907,133790,591,722,179,92,3566,1589,40,7338,4.933333333,7.116666667,-2.183333333,0.783,104.7666667,2.316666667,3.716666667,1.833333333,83.6,80.6,86.6,21713.5,26473.33333,16042.25,8472.75,-4759.833333,28528,0,320,28445,2.6,-0.2,-0.8,3.0,45181,33,297,45178,16653,33,-22,16734,63.1,-0.1,0.3,63.0,61.5,0.1,0.8,61.1,103.87,0.52,3.78,103.8,102.57,0.13,1.96,102.8,120.73,4.22,24.08,117.7,100.0,0.0,0.0,100.0,100.47,0.0,0.34,100.5,106.89,1.78,5.43,107.5,107.97,0.28,6.73,108.0,108.3,0.9,9.3,106.7,48,1,26,5,1
2021-12-01,27860,1474638,1134901,432072.8695,31474.63332,332217.8562,10.0114999,178.487292,5.907436881,0,198,0,0,198,65,65,104,1620,9112.870712,90150,25630,1755,1831,4115,56819,139426,124360,820,1065,196,283,3072,1802,89,7739,4.916666667,7.208333333,-2.291666667,0.7805,104.7333333,2.308333333,3.708333333,1.816666667,83.6,80.6,86.6,21713.5,26473.33333,16042.25,8472.75,-4759.833333,28278,-250,617,28301,3.5,0.9,-0.6,3.4,45206,25,290,45196,16929,276,-326,16895,62.6,-0.5,1.0,62.6,60.4,-1.1,1.3,60.5,104.04,0.17,3.71,104.3,103.3,0.73,3.32,103.3,115.92,-4.81,17.13,117.3,100.0,0.0,0.0,100.0,100.66,0.19,0.53,100.7,110.42,3.53,7.04,109.7,108.47,0.5,6.82,108.8,104.4,-3.9,13.6,105.9,29,0,9,5,1
2022-01-01,29872,1581464,1034298,474789.9067,34109.52173,309335.9689,9.174812021,194.8838573,5.44142972,0,200,42,0,158,70,70,112,1724,8427.528783,81851,16961,2110,1957,2890,57933,147434,132290,938,1191,10,226,3279,1983,40,7477,4.9,7.3,-2.4,0.778,104.7,2.3,3.7,1.8,82.7,79.9,85.6,20765.5,31078.25,15974.16667,7769.333333,-10312.75,28096,-182,708,28243,4.1,0.6,-1.6,3.7,45200,-6,232,45206,17104,175,-476,16963,62.2,-0.4,1.3,62.5,59.6,-0.8,2.2,60.2,104.85,0.81,3.81,104.8,104.03,0.73,3.31,103.8,115.3,-0.62,12.45,116.7,100.0,0.0,0.0,100.0,100.88,0.22,0.6,100.8,111.82,1.4,6.08,111.2,109.99,1.52,7.86,109.7,105.0,0.6,9.8,104.3,85,1,16,44,1
2022-02-01,25728,1361792,819772,402301.2635,29281.97581,241585.9348,7.227453732,164.8992886,4.292755871,0,184,0,0,184,60,60,96,1496,6578.895161,99999,16512,2135,1222,25444,54686,112722,99385,855,1349,10,93,3179,1336,118,6397,4.866666667,7.266666667,-2.4,0.77325,104.7333333,2.316666667,3.708333333,1.8,82.7,79.9,85.6,20765.5,31078.25,15974.16667,7769.333333,-10312.75,28356,260,638,28360,3.4,-0.7,-1.5,3.5,45213,13,226,45211,16857,-247,-412,16851,62.7,0.5,1.1,62.7,60.6,1.0,2.0,60.5,105.42,0.57,3.84,105.5,104.17,0.14,3.49,104.1,118.99,3.69,14.73,121.6,100.0,0.0,0.0,100.0,100.88,0.0,0.6,100.9,111.34,-0.48,4.96,112.3,110.55,0.56,7.52,110.3,103.6,-1.4,6.2,104.1,15,0,6,1,1
2022-03-01,25728,1361792,830548,392641.379,28080.20998,238894.5174,7.324564557,167.8106395,4.172593231,0,183,0,0,183,60,60,96,1496,6667.202509,96768,22492,2284,1509,11651,58832,145503,130775,986,905,0,110,3418,1804,30,7475,4.833333333,7.233333333,-2.4,0.7685,104.7666667,2.333333333,3.716666667,1.8,82.7,79.9,85.6,20765.5,31078.25,15974.16667,7769.333333,-10312.75,28627,271,489,28642,3.0,-0.4,-1.3,3.1,45219,6,212,45222,16592,-265,-277,16580,63.3,0.6,0.8,63.3,61.4,0.8,1.6,61.4,106.1,0.68,4.26,106.1,104.24,0.07,2.64,104.1,130.55,11.56,23.91,128.0,100.0,0.0,0.0,100.0,100.88,0.0,0.6,100.7,113.69,2.35,11.16,114.5,110.38,-0.17,6.58,110.7,103.8,0.2,3.2,103.9,39,2,10,16,1
2022-04-01,30028,1589394,1376311,461089.9355,33243.81861,398834.2322,12.12787726,194.1840514,7.021926099,0,212,0,0,212,70,70,112,1746,11039.84229,127919,57448,3259,1960,3126,62126,215246,200450,1823,1018,0,37,3158,1606,67,7087,4.8,7.2,-2.4,0.76375,104.8,2.35,3.725,1.8,82.7,79.9,85.6,20765.5,31078.25,15974.16667,7769.333333,-10312.75,28942,315,581,28981,3.0,0.0,-1.0,3.0,45233,14,206,45232,16291,-301,-376,16251,64.0,0.7,1.0,64.1,62.1,0.7,1.7,62.2,106.83,0.73,4.85,106.8,103.86,-0.38,2.31,104.2,134.52,3.97,26.46,133.4,100.0,0.0,0.0,100.0,100.28,-0.6,0.0,100.5,118.54,4.85,14.1,118.3,111.02,0.64,6.73,110.9,104.4,0.6,1.9,103.8,15,0,3,1,1
2022-05-01,27860,1474700,1618490,426084.4045,31204.51784,467508.3567,14.26907697,177.5286464,8.360157121,0,208,0,0,208,65,65,104,1620,12989.18792,175922,89179,4926,3088,4854,73875,315945,298178,3418,924,0,243,3231,1862,934,7155,4.766666667,7.166666667,-2.4,0.759,104.8333333,2.366666667,3.733333333,1.8,82.7,79.9,85.6,20765.5,31078.25,15974.16667,7769.333333,-10312.75,29374,432,676,29227,3.0,0.0,-1.0,3.0,45245,12,196,45242,15871,-420,-480,16015,64.9,0.9,1.2,64.6,63.0,0.9,1.8,62.7,107.5,0.67,5.45,107.5,104.57,0.71,3.43,104.5,135.16,0.64,27.03,137.3,100.0,0.0,0.0,100.0,100.28,0.0,-0.13,100.3,122.6,4.06,17.14,122.6,111.19,0.17,6.25,111.5,103.2,-1.2,-2.5,101.4,41,1,17,7,1
2022-06-01,25728,1361792,1429347,398865.3141,29271.91746,418243.0299,12.59620316,163.5448087,7.493711998,0,189,0,0,189,60,60,96,1496,11466.1115,227713,133883,6674,2662,7215,77279,412798,389640,7835,1171,459,2010,3105,1505,9,7064,4.733333333,7.133333333,-2.4,0.75425,104.8666667,2.383333333,3.741666667,1.8,82.7,79.9,85.6,20765.5,31078.25,15974.16667,7769.333333,-10312.75,29366,-8,636,29350,3.0,0.0,-0.8,3.0,45249,4,181,45251,15882,11,-457,15900,64.9,0.0,1.2,64.9,62.9,-0.1,1.6,62.9,108.21,0.71,6.16,108.1,105.06,0.49,3.89,105.0,142.17,7.01,32.32,139.7,100.0,0.0,0.0,100.0,100.28,0.0,0.04,100.3,126.53,3.93,20.7,127.5,112.43,1.24,7.14,112.1,96.7,-6.5,-14.4,95.3,37,1,20,7,1
2022-07-01,32142,1701347,1702185,506509.4003,37265.53235,506633.6222,15.01296848,203.9382782,9.102509368,0,255,0,0,255,75,75,120,1869,13666.03288,263986,153171,8265,3986,10235,88329,674022,604879,42841,4183,1015,8962,3326,1783,11,7022,4.7,7.1,-2.4,0.7495,104.9,2.4,3.75,1.8,82.7,79.9,85.6,20765.5,31078.25,15974.16667,7769.333333,-10312.75,29311,-55,743,29234,2.9,-0.1,-0.3,2.7,45258,9,168,45259,15947,65,-575,16025,64.8,-0.1,1.4,64.6,62.9,0.0,1.6,62.9,108.73,0.52,6.47,108.5,105.41,0.35,3.97,105.4,141.79,-0.38,29.25,137.8,100.0,0.0,0.0,100.0,100.28,0.0,-0.19,100.3,133.22,6.69,22.39,132.1,112.69,0.26,6.89,112.6,85.9,-10.8,-17.7,90.4,89,4,12,33,1
2022-08-01,25512,1350332,1334406,410843.9823,30349.43422,405446.8156,11.86209036,162.4737583,7.311270864,0,208,0,0,208,60,60,96,1484,10793.4534,310945,159128,7900,3607,44854,95456,702153,622840,47261,9141,1171,9600,3533,1668,2,6937,4.666666667,7.066666667,-2.4,0.74475,104.9333333,2.416666667,3.758333333,1.8,82.7,79.9,85.6,20765.5,31078.25,15974.16667,7769.333333,-10312.75,29025,-286,679,29143,2.1,-0.8,-0.5,2.5,45270,12,166,45271,16246,299,-512,16128,64.1,-0.7,1.3,64.4,62.8,-0.1,1.6,62.8,108.63,-0.1,5.88,108.7,105.59,0.18,4.09,105.6,129.52,-12.27,15.49,132.6,100.0,0.0,0.0,100.0,100.28,0.0,-0.19,100.3,136.53,3.31,22.5,131.7,112.69,0.0,6.39,112.8,88.7,2.8,-14.2,88.7,75,2,34,5,1
2022-09-01,27698,1466167,1515904,437384.7528,31658.2854,451289.1523,13.4450404,179.5933871,7.979562289,0,199,42,0,157,65,65,104,1611,12236.03343,337638,213310,8528,3589,21701,90510,619954,559691,37030,8724,664,2666,2682,1310,2,7185,4.633333333,7.033333333,-2.4,0.74,104.9666667,2.433333333,3.766666667,1.8,82.7,79.9,85.6,20765.5,31078.25,15974.16667,7769.333333,-10312.75,29093,68,654,29076,2.4,0.3,-0.3,2.3,45284,14,160,45285,16191,-55,-494,16210,64.2,0.1,1.2,64.2,62.7,-0.1,1.4,62.7,108.82,0.19,5.65,108.9,105.67,0.08,4.4,106.1,126.37,-3.15,12.67,126.9,100.0,0.0,0.0,100.0,100.28,0.0,-0.19,100.3,125.35,-11.18,17.25,128.8,113.0,0.31,5.71,112.9,91.5,2.8,-12.7,89.7,74,18,22,7,1
2022-10-01,29992,1587484,1870696,470337.0544,34491.91231,553504.1034,16.49812213,190.9108784,9.90839777,0,240,0,6,234,70,70,112,1744,15017.30855,476097,360862,9314,3660,3924,98337,773480,668885,71579,15826,799,3553,3494,1762,78,7504,4.6,7.0,-2.4,0.73525,105.0,2.45,3.775,1.8,82.7,79.9,85.6,20765.5,31078.25,15974.16667,7769.333333,-10312.75,29110,17,582,29097,2.4,0.0,-0.4,2.4,45302,18,154,45301,16192,1,-428,16205,64.3,0.1,1.1,64.2,62.7,0.0,1.3,62.7,109.16,0.34,5.81,109.0,107.0,1.33,4.56,106.6,124.91,-1.46,8.4,125.5,100.0,0.0,0.0,100.0,100.23,-0.05,-0.24,100.4,124.45,-0.9,19.34,123.3,112.97,-0.03,5.28,113.0,88.8,-2.7,-18.6,88.9,108,3,12,15,1
2022-11-01,25512,1350332,1654162,402934.2039,29429.57785,493604.9249,14.7008599,164.2955108,8.801991476,0,197,0,0,197,60,60,96,1484,13376.63961,459906,341686,9855,4750,6313,97302,1041431,848800,126419,35388,3779,13007,3687,1795,45,8511,4.566666667,6.966666667,-2.4,0.7305,105.0333333,2.466666667,3.783333333,1.8,82.7,79.9,85.6,20765.5,31078.25,15974.16667,7769.333333,-10312.75,29087,-23,559,28957,2.3,-0.1,-0.3,2.6,45318,16,137,45317,16231,39,-422,16360,64.2,-0.1,1.1,63.9,62.7,0.0,1.2,62.2,109.07,-0.09,5.2,109.2,107.18,0.18,4.61,106.8,125.18,0.27,4.45,123.6,100.0,0.0,0.0,100.0,100.68,0.45,0.21,100.6,120.17,-4.28,13.28,122.5,112.89,-0.08,4.92,113.0,86.4,-2.4,-21.9,88.4,186,12,8,147,1
2022-12-01,30136,1595248,1767526,473014.1831,34519.30057,524016.2678,15.52645227,191.864716,9.330321606,0,247,0,10,237,70,70,112,1752,14136.43572,539273,434305,6920,3702,9988,84358,1393343,1107665,192723,39415,5497,33407,5760,1897,54,6925,4.533333333,6.933333333,-2.4,0.72575,105.0666667,2.483333333,3.791666667,1.8,82.7,79.9,85.6,20765.5,31078.25,15974.16667,7769.333333,-10312.75,28674,-413,396,28716,3.0,0.7,-0.5,3.0,45332,14,126,45334,16658,427,-271,16618,63.3,-0.9,0.7,63.4,61.3,-1.4,0.9,61.4,109.26,0.19,5.22,109.5,106.23,-0.95,2.93,106.5,120.82,-4.36,4.9,121.7,100.0,0.0,0.0,100.0,101.02,0.34,0.36,101.1,122.87,2.7,12.45,122.1,113.06,0.17,4.59,113.1,90.0,3.6,-14.4,89.0,198,9,15,130,1
2023-01-01,27806,1471835,1509485,449526.9889,32709.06061,460706.0274,13.33316975,178.6700899,8.183884434,0,205,42,4,159,65,65,104,1617,12136.04836,434429,312847,7645,4145,13674,96118,1782313,1406230,242040,55070,6860,55102,9016,1408,26,6561,4.5,6.9,-2.4,0.721,105.1,2.5,3.8,1.8,83.5,80.6,86.4,19169.0,29375.91667,16138.08333,7699.5,-10206.91667,28387,-287,291,28555,3.6,0.6,-0.5,3.2,45352,20,152,45346,16965,307,-139,16791,62.6,-0.7,0.4,63.0,60.3,-1.0,0.7,60.9,110.07,0.81,5.22,109.9,106.2,-0.03,2.17,105.8,119.03,-1.79,3.73,119.2,100.0,0.0,0.0,100.0,101.61,0.59,0.73,101.9,123.23,0.36,11.41,122.1,113.33,0.27,3.34,113.4,90.6,0.6,-14.4,90.2,69,0,12,24,0
