Date,공급차량수,공급좌석합계수,승차인원수,1인당단가,1인당거리,1좌석당단가,좌석회전율,1키로당단가,승차율,관광,일반,대수송,임시,확정,시발역,종착역,시발종착역,열차운행횟수,1열차당승차인원,외래객입국사유_전체,외래객입국사유_관광,외래객입국사유_상용,외래객입국사유_공융,외래객입국사유_유학연수,외래객입국사유_기타,내국인출입국_전체,공항_인천,공항_김해,공항_김포,공항_제주,공항_기타,항구_부산,항구_인천,항구_제주,항구_기타,인구동태_조출생률(천명당),인구동태_조사망률(천명당),인구동태_자연증가율(천명당),인구동태_합계출산율(명),인구동태_출생성비(명),인구동태_영아사망률(출생아 천명당),인구동태_조혼인율(천명당),인구동태_조이혼율(천명당),인구동태_기대수명(출생시 기대여명),인구동태_기대수명(출생시 기대여명) - 남,인구동태_기대수명(출생시 기대여명) - 여,인구동태_출생아수(명),인구동태_사망자수(명),인구동태_혼인건수(건),인구동태_이혼건수(건),인구동태_자연증가건수(명),경제활동인구_원자료,경제활동인구_전기대비증감,경제활동인구_전년동기대비증감,경제활동인구_이동평균(3기간),  실업률_원자료,  실업률_전기대비증감,  실업률_전년동기대비증감,  실업률_이동평균(3기간),15세이상인구_원자료,15세이상인구_전기대비증감,15세이상인구_전년동기대비증감,15세이상인구_이동평균(3기간),비경제활동인구_원자료,비경제활동인구_전기대비증감,비경제활동인구_전년동기대비증감,비경제활동인구_이동평균(3기간),경제활동참가율_원자료,경제활동참가율_전기대비증감,경제활동참가율_전년동기대비증감,경제활동참가율_이동평균(3기간),고용률_원자료,고용률_전기대비증감,고용률_전년동기대비증감,고용률_이동평균(3기간),총지수_원자료,총지수_전기대비증감,총지수_전년동기대비증감,총지수_이동평균(3기간),    운송장비_원자료,    운송장비_전기대비증감,    운송장비_전년동기대비증감,    운송장비_이동평균(3기간),    개인운송장비 운영_원자료,    개인운송장비 운영_전기대비증감,    개인운송장비 운영_전년동기대비증감,    개인운송장비 운영_이동평균(3기간),      철도 여객수송_원자료,      철도 여객수송_전기대비증감,      철도 여객수송_전년동기대비증감,      철도 여객수송_이동평균(3기간),      도로 여객수송_원자료,      도로 여객수송_전기대비증감,      도로 여객수송_전년동기대비증감,      도로 여객수송_이동평균(3기간),      항공 및 수상여객운송_원자료,      항공 및 수상여객운송_전기대비증감,      항공 및 수상여객운송_전년동기대비증감,      항공 및 수상여객운송_이동평균(3기간),      기타 여객운송_원자료,      기타 여객운송_전기대비증감,      기타 여객운송_전년동기대비증감,      기타 여객운송_이동평균(3기간),소비자심리지수_원자료,소비자심리지수_전기대비증감,소비자심리지수_전년동기대비증감,소비자심리지수_이동평균(3기간),news_count_ktx,news_fare_up,news_fare_down,news_accident,covid_dummy
2023-02-01,25512,1350394,1553840,403359.8234,29721.67159,463998.1469,13.81067078,162.8667785,8.351944362,0,189,0,0,189,60,60,96,1484,12567.14081,479248,319098,7383,3165,53111,96491,1724880,1336568,239658,55525,9064,62230,13354,1395,16,7070,4.516666667,6.908333333,-2.4,0.723416667,105.0916667,2.5,3.85,1.8,83.5,80.6,86.4,19169.0,29375.91667,16138.08333,7699.5,-10206.91667,28604,217,248,28685,3.1,-0.5,-0.3,3.2,45355,3,142,45358,16751,-214,-106,16673,63.1,0.5,0.4,63.3,61.1,0.8,0.5,61.2,110.33,0.26,4.91,110.3,105.07,-1.13,0.9,105.4,117.63,-1.4,-1.36,117.8,100.0,0.0,0.0,100.0,102.96,1.35,2.08,102.5,120.11,-3.12,8.77,120.6,113.92,0.59,3.37,113.8,90.0,-0.6,-13.6,90.8,44,3,5,23,0
2023-03-01,27626,1462223,1633388,426944.6605,31255.80978,476602.8589,14.52660234,177.5821915,8.521553687,0,211,0,0,211,65,65,104,1607,13217.63603,800575,627681,10543,4719,30743,126889,1472193,1142910,199184,55771,5619,46627,12932,1825,54,7271,4.533333333,6.916666667,-2.4,0.725833333,105.0833333,2.5,3.9,1.8,83.5,80.6,86.4,19169.0,29375.91667,16138.08333,7699.5,-10206.91667,29063,459,436,28968,2.9,-0.2,-0.1,2.9,45367,12,148,45365,16304,-447,-288,16397,64.1,1.0,0.8,63.9,62.2,1.1,0.8,62.0,110.52,0.19,4.42,110.5,104.99,-0.08,0.75,105.2,116.73,-0.9,-13.82,117.6,100.0,0.0,0.0,100.0,102.96,0.0,2.08,103.0,118.59,-1.52,4.9,117.8,114.17,0.25,3.79,114.3,91.9,1.9,-11.9,92.3,76,2,19,11,0
2023-04-01,29776,1576024,1831775,468841.8521,34360.22785,544505.5476,16.27500284,191.0271084,9.74543685,0,220,0,0,220,70,70,112,1732,14809.17262,888776,736870,9945,5603,6461,129897,1497105,1184035,182366,60906,6529,38651,15526,1870,17,7205,4.55,6.925,-2.4,0.72825,105.075,2.5,3.95,1.8,83.5,80.6,86.4,19169.0,29375.91667,16138.08333,7699.5,-10206.91667,29236,173,294,29307,2.8,-0.1,-0.2,2.8,45372,5,139,45373,16135,-169,-156,16065,64.4,0.3,0.4,64.6,62.7,0.5,0.6,62.8,110.77,0.25,3.94,110.8,105.51,0.52,1.65,105.4,118.52,1.79,-16.0,117.8,100.0,0.0,0.0,100.0,102.96,0.0,2.68,103.0,114.84,-3.75,-3.7,115.7,114.8,0.63,3.78,114.6,95.1,3.2,-9.3,95.0,52,4,16,12,0
2023-05-01,25512,1350332,1611120,404207.2783,29764.4675,481505.5168,14.31913861,162.9837256,8.656263565,0,188,0,0,188,60,60,96,1484,13029.26868,867130,691789,11518,6162,15265,142396,1683022,1340306,193001,68612,6417,44789,20331,2238,10,7318,4.566666667,6.933333333,-2.4,0.730666667,105.0666667,2.5,4.0,1.8,83.5,80.6,86.4,19169.0,29375.91667,16138.08333,7699.5,-10206.91667,29623,387,249,29492,2.7,-0.1,-0.3,2.7,45379,7,134,45378,15756,-379,-115,15885,65.3,0.9,0.4,65.0,63.5,0.8,0.5,63.2,111.13,0.36,3.63,111.0,105.56,0.05,0.99,105.4,118.03,-0.49,-17.13,117.0,100.0,0.0,0.0,100.0,102.96,0.0,2.68,103.2,113.62,-1.22,-8.98,114.2,114.83,0.03,3.64,114.8,98.1,3.0,-5.1,98.0,38,2,24,1,0
2023-06-01,27626,1462285,1678704,438168.6043,31972.9822,502554.3092,14.92506953,178.1610458,8.954923283,0,221,0,0,221,65,65,104,1607,13580.94634,960638,789269,9819,5513,16299,139738,1771962,1395722,198457,66859,6398,60022,28027,1781,202,14494,4.583333333,6.941666667,-2.4,0.733083333,105.0583333,2.5,4.05,1.8,83.5,80.6,86.4,19169.0,29375.91667,16138.08333,7699.5,-10206.91667,29618,-5,252,29578,2.7,0.0,-0.3,2.7,45383,4,134,45387,15765,9,-117,15809,65.3,0.0,0.4,65.2,63.5,0.0,0.6,63.4,111.16,0.03,2.95,111.2,105.06,-0.5,0.0,105.6,114.51,-3.52,-27.66,115.5,100.0,0.0,0.0,100.0,103.72,0.76,3.44,104.4,114.02,0.4,-12.51,115.1,114.88,0.05,2.45,114.9,100.8,2.7,4.1,100.8,130,4,31,94,0
2023-07-01,29344,1553104,1688805,481917.6657,34911.90436,523491.5345,15.2238921,193.3015201,9.269144754,0,222,0,0,222,70,70,112,1708,13842.36833,1032188,853340,10328,6730,18504,143286,2153857,1691737,246590,74734,7646,89816,33505,1948,0,7881,4.6,6.95,-2.4,0.7355,105.05,2.5,4.1,1.8,83.5,80.6,86.4,19169.0,29375.91667,16138.08333,7699.5,-10206.91667,29493,-125,182,29454,2.7,0.0,-0.2,2.5,45399,16,141,45399,15907,142,-40,15945,65.0,-0.3,0.2,64.9,63.2,-0.3,0.3,63.3,111.29,0.13,2.56,111.6,106.06,1.0,0.65,105.7,114.0,-0.51,-27.79,116.3,100.0,0.0,0.0,100.0,106.64,2.92,6.36,107.3,117.79,3.77,-15.43,117.8,115.1,0.22,2.41,115.1,103.5,2.7,17.6,102.6,132,5,9,95,0
2023-08-01,25512,1350332,1519750,415866.5953,30514.13375,467634.0399,13.50920978,163.5628303,8.3774451,0,191,0,0,191,60,60,96,1484,12292.20696,1089133,839458,10270,5354,70603,163448,2093236,1636944,237485,71986,6602,96737,33806,1965,1,7710,4.616666667,6.958333333,-2.4,0.737916667,105.0416667,2.5,4.15,1.8,83.5,80.6,86.4,19169.0,29375.91667,16138.08333,7699.5,-10206.91667,29251,-242,226,29368,2.0,-0.7,-0.1,2.3,45415,16,145,45415,16163,256,-83,16047,64.4,-0.6,0.3,64.7,63.1,-0.1,0.3,63.2,112.28,0.99,3.65,112.1,106.04,-0.02,0.45,105.9,120.34,6.34,-9.18,119.2,100.0,0.0,0.0,100.0,111.65,5.01,11.37,110.1,121.55,3.76,-14.98,118.7,115.17,0.07,2.48,115.2,103.4,-0.1,14.7,102.2,117,26,21,45,0
2023-09-01,29016,1532930,1730278,474761.7008,34312.03006,539398.9856,15.94494594,193.7589455,9.515121456,0,242,26,1,215,70,70,112,1732,14167.65458,1098034,901891,9753,6385,34234,145771,2017157,1588497,219042,77079,6732,86043,29550,2375,53,7786,4.633333333,6.966666667,-2.4,0.740333333,105.0333333,2.5,4.2,1.8,83.5,80.6,86.4,19169.0,29375.91667,16138.08333,7699.5,-10206.91667,29359,108,266,29333,2.3,0.3,-0.1,2.1,45431,16,147,45433,16071,-92,-120,16099,64.6,0.2,0.4,64.6,63.2,0.1,0.5,63.2,112.85,0.57,4.03,112.8,105.53,-0.51,-0.14,106.6,123.33,2.99,-3.04,122.8,100.0,0.0,0.0,101.7,111.91,0.26,11.63,112.5,116.88,-4.67,-8.47,119.7,115.25,0.08,2.25,115.3,99.8,-3.6,8.3,100.5,503,11,106,441,0
2023-10-01,28494,1504603,1823506,444628.6246,32310.05683,538047.5269,15.7557643,178.8993013,9.541075536,0,207,13,0,194,65,65,104,1713,13838.93715,1229899,1009849,12852,6723,16956,183519,2042703,1573606,239377,78644,8334,92378,39815,2657,54,7838,4.65,6.975,-2.4,0.74275,105.025,2.5,4.25,1.8,83.5,80.6,86.4,19169.0,29375.91667,16138.08333,7699.5,-10206.91667,29390,31,280,29375,2.1,-0.2,-0.3,2.2,45452,21,150,45453,16062,-9,-130,16078,64.7,0.1,0.4,64.6,63.3,0.1,0.6,63.2,113.27,0.42,4.11,112.9,108.08,2.55,1.08,106.9,124.72,1.39,-0.19,122.9,105.11,5.11,5.11,103.4,113.92,2.01,13.69,113.3,120.71,3.83,-3.74,118.6,115.36,0.11,2.39,115.4,98.2,-1.6,9.4,98.4,81,0,7,18,0
2023-11-01,26280,1387832,1776440,405666.1299,29403.27436,519086.9481,15.36040154,165.5523813,9.181769531,0,196,0,0,196,60,60,96,1580,13492.10205,1114990,933033,11108,6858,16768,147223,2061646,1562719,258694,78119,8735,105385,35781,2877,63,9273,4.666666667,6.983333333,-2.4,0.745166667,105.0166667,2.5,4.3,1.8,83.5,80.6,86.4,19169.0,29375.91667,16138.08333,7699.5,-10206.91667,29375,-15,288,29267,2.3,0.2,0.0,2.6,45476,24,158,45478,16101,39,-130,16210,64.6,-0.1,0.4,64.4,63.1,-0.2,0.4,62.7,112.68,-0.59,3.61,112.9,107.09,-0.99,-0.09,107.2,120.76,-3.96,-4.42,120.8,105.11,0.0,5.11,105.1,114.07,0.15,13.39,114.0,118.26,-2.45,-1.91,119.2,115.48,0.12,2.59,115.4,97.2,-1.0,10.8,98.4,59,15,6,7,0
2023-12-01,32850,1733984,2030693,506435.5857,36883.95922,591764.8464,17.56352275,205.999422,10.51129116,0,239,0,0,239,75,75,120,1975,15420.67537,1036625,865774,8642,5272,21362,135575,2415767,1830043,313388,85313,9581,129187,36433,3927,37,7858,4.683333333,6.991666667,-2.4,0.747583333,105.0083333,2.5,4.35,1.8,83.5,80.6,86.4,19169.0,29375.91667,16138.08333,7699.5,-10206.91667,29037,-338,363,29076,3.3,1.0,0.3,3.1,45505,29,173,45498,16468,367,-190,16423,63.8,-0.8,0.5,63.9,61.7,-1.4,0.4,61.9,112.73,0.05,3.47,112.9,106.47,-0.62,0.24,106.9,116.85,-3.91,-3.97,117.3,105.11,0.0,5.11,105.5,114.07,0.0,13.05,114.3,118.72,0.46,-4.15,118.7,115.5,0.02,2.44,115.8,99.7,2.5,9.7,99.5,84,2,25,24,0
2024-01-01,26280,1385414,1512083,406493.4871,29521.67683,443227.2906,13.0988053,165.2293311,7.856453868,0,185,0,0,185,60,60,96,1580,11485.45549,880881,696840,10204,4507,18077,151253,2770866,2124318,342786,88687,12704,151784,39664,3086,70,7767,4.7,7.0,-2.4,0.75,105.0,2.5,4.4,1.8,83.5,80.6,86.4,19858.33333,29866.66667,18534.33333,7595.916667,-10008.33333,28815,-222,428,28936,3.7,0.4,0.1,3.4,45514,9,162,45515,16699,231,-266,16578,63.3,-0.5,0.7,63.6,61.0,-0.7,0.7,61.4,113.17,0.44,3.1,113.2,107.05,0.58,0.85,107.5,114.32,-2.53,-4.71,115.9,106.14,1.03,6.14,105.8,114.78,0.71,13.17,114.5,119.16,0.44,-4.07,119.0,116.36,0.86,3.03,116.4,101.6,1.9,11.0,101.1,40,0,20,1,0
2024-02-01,26352,1389358,1566682,410021.661,29920.49861,461722.6045,13.53342415,164.4537629,8.226019563,0,177,39,0,138,60,60,96,1584,11870.27309,1030244,773941,9140,3935,70773,172455,2512109,1904439,308710,84892,12264,150173,42567,2330,16,6718,4.7,7.0,-2.4,0.75,105.0,2.5,4.4,1.8,83.5,80.6,86.4,19858.33333,29866.66667,18534.33333,7595.916667,-10008.33333,28957,142,353,29020,3.2,-0.5,0.1,3.3,45525,11,170,45523,16568,-131,-183,16503,63.6,0.3,0.5,63.7,61.6,0.6,0.5,61.7,113.78,0.61,3.45,113.6,109.02,1.97,3.95,108.3,116.53,2.21,-1.1,116.2,106.14,0.0,6.14,106.1,114.78,0.0,11.82,114.8,119.11,-0.05,-1.0,117.7,117.28,0.92,3.36,116.9,101.9,0.3,11.9,101.4,90,3,44,4,0
2024-03-01,32850,1732000,2009616,500104.9753,36444.86076,580005.3284,17.40800364,205.8718944,10.31592565,0,232,0,0,232,75,75,120,1975,15265.82219,1491748,1223899,11372,6317,52040,198120,2141992,1604745,288168,70249,8317,127895,31937,2893,117,7671,4.7,7.0,-2.4,0.75,105.0,2.5,4.4,1.8,83.5,80.6,86.4,19858.33333,29866.66667,18534.33333,7595.916667,-10008.33333,29288,331,225,29274,3.0,-0.2,0.1,3.1,45529,4,162,45531,16242,-326,-62,16257,64.3,0.7,0.2,64.3,62.4,0.8,0.2,62.3,113.95,0.17,3.43,113.9,108.85,-0.17,3.86,109.1,117.67,1.14,0.94,117.9,106.14,0.0,6.14,106.1,114.78,0.0,11.82,114.8,114.71,-4.4,-3.88,116.6,117.01,-0.27,2.84,117.2,100.7,-1.2,8.8,101.1,61,0,18,2,0
2024-04-01,0,1385724,0,0.0,0.0,0.0,0.0,0.0,10.19244238,0,0,0,0,0,0,0,0,1580,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,7.0,-2.4,0.75,105.0,2.5,4.4,1.8,83.5,80.6,86.4,19858.33333,29866.66667,18534.33333,7595.916667,-10008.33333,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91,2,21,12,0
2024-05-01,0,1389844,0,0.0,0.0,0.0,0.0,0.0,9.103269096,0,0,0,0,0,0,0,0,1580,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,7.0,-2.4,0.75,105.0,2.5,4.4,1.8,83.5,80.6,86.4,19858.33333,29866.66667,18534.33333,7595.916667,-10008.33333,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,2,24,6,0
2024-06-01,0,1389844,0,0.0,0.0,0.0,0.0,0.0,9.401928815,0,0,0,0,0,0,0,0,1580,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,7.0,-2.4,0.75,105.0,2.5,4.4,1.8,83.5,80.6,86.4,19858.33333,29866.66667,18534.33333,7595.916667,-10008.33333,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91,0,16,2,0
2024-07-01,0,1389844,0,0.0,0.0,0.0,0.0,0.0,9.716150286,0,0,0,0,0,0,0,0,1580,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,7.0,-2.4,0.75,105.0,2.5,4.4,1.8,83.5,80.6,86.4,19858.33333,29866.66667,18534.33333,7595.916667,-10008.33333,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,14,8,15,0
2024-08-01,0,1389844,0,0.0,0.0,0.0,0.0,0.0,8.824450632,0,0,0,0,0,0,0,0,1580,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,7.0,-2.4,0.75,105.0,2.5,4.4,1.8,83.5,80.6,86.4,19858.33333,29866.66667,18534.33333,7595.916667,-10008.33333,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,1,37,33,0
2024-09-01,0,1389844,0,0.0,0.0,0.0,0.0,0.0,9.962126987,0,0,0,0,0,0,0,0,1580,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,7.0,-2.4,0.75,105.0,2.5,4.4,1.8,83.5,80.6,86.4,19858.33333,29866.66667,18534.33333,7595.916667,-10008.33333,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,1,59,11,0
2024-10-01,0,1389844,0,0.0,0.0,0.0,0.0,0.0,9.988081068,0,0,0,0,0,0,0,0,1580,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,7.0,-2.4,0.75,105.0,2.5,4.4,1.8,83.5,80.6,86.4,19858.33333,29866.66667,18534.33333,7595.916667,-10008.33333,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,6,15,22,0
2024-11-01,0,1389844,0,0.0,0.0,0.0,0.0,0.0,9.628775063,0,0,0,0,0,0,0,0,1580,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,7.0,-2.4,0.75,105.0,2.5,4.4,1.8,83.5,80.6,86.4,19858.33333,29866.66667,18534.33333,7595.916667,-10008.33333,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,2,15,81,0
2024-12-01,0,1389844,0,0.0,0.0,0.0,0.0,0.0,10.95829669,0,0,0,0,0,0,0,0,1580,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,7.0,-2.4,0.75,105.0,2.5,4.4,1.8,83.5,80.6,86.4,19858.33333,29866.66667,18534.33333,7595.916667,-10008.33333,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315,3,30,252,0
2025-01-01,0,1389844,0,0.0,0.0,0.0,0.0,0.0,7.856453868,0,0,0,0,0,0,0,0,1580,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,6,52,13,0
2025-02-01,0,1389844,0,0.0,0.0,0.0,0.0,0.0,8.226019563,0,0,0,0,0,0,0,0,1580,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,4,32,8,0
2025-03-01,0,1389844,0,0.0,0.0,0.0,0.0,0.0,10.31592565,0,0,0,0,0,0,0,0,1580,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,25,27,4,0
2025-04-01,0,1389844,0,0.0,0.0,0.0,0.0,0.0,10.19244238,0,0,0,0,0,0,0,0,1580,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
2025-05-01,0,1389844,0,0.0,0.0,0.0,0.0,0.0,9.103269096,0,0,0,0,0,0,0,0,1580,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
2025-06-01,0,1389844,0,0.0,0.0,0.0,0.0,0.0,9.401928815,0,0,0,0,0,0,0,0,1580,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
2025-07-01,0,1389844,0,0.0,0.0,0.0,0.0,0.0,9.716150286,0,0,0,0,0,0,0,0,1580,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
2025-08-01,0,1389844,0,0.0,0.0,0.0,0.0,0.0,8.824450632,0,0,0,0,0,0,0,0,1580,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
2025-09-01,0,1389844,0,0.0,0.0,0.0,0.0,0.0,9.962126987,0,0,0,0,0,0,0,0,1580,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
2025-10-01,0,1389844,0,0.0,0.0,0.0,0.0,0.0,9.988081068,0,0,0,0,0,0,0,0,1580,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
2025-11-01,0,1389844,0,0.0,0.0,0.0,0.0,0.0,9.628775063,0,0,0,0,0,0,0,0,1580,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
2025-12-01,0,1389844,0,0.0,0.0,0.0,0.0,0.0,10.95829669,0,0,0,0,0,0,0,0,1580,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
